Species;Speciation_rate;Diversification_rate
Macaca_ochreata;0.326176385441274;0.254944317764191
Macaca_brunnescens;0.296403270222642;0.231673207757684
Macaca_maura;0.285117220561034;0.222851863357356
Macaca_hecki;0.280162369469925;0.218979077995114
Macaca_tonkeana;0.28262805741591;0.220906296393706
Macaca_nigra;0.287069406420054;0.224377720881663
Macaca_nigrescens;0.30562532415547;0.238881302375289
Macaca_siberu;0.272452900592031;0.212953242370196
Macaca_leonina;0.290742681134439;0.227248807072505
Macaca_pagensis;0.273259973606861;0.213584062651295
Macaca_silenus;0.278067771209236;0.217341908817956
Macaca_nemestrina;0.275126456030598;0.21504293309495
Macaca_thibetana;0.303344728337234;0.237098754738711
Macaca_assamensis;0.30797729058475;0.240719634343761
Macaca_sinica;0.297574833419678;0.232588918990371
Macaca_munzala;0.301820825709113;0.235907649762366
Macaca_radiata;0.300765050680335;0.235082440285413
Macaca_arctoides;0.254518624624792;0.198935545335272
Macaca_fuscata;0.264660983660629;0.206862964119476
Macaca_mulatta;0.284265946860899;0.222186495162728
Macaca_cyclopis;0.272148855280393;0.212715596029122
Macaca_fascicularis;0.267606150122316;0.209164950062637
Macaca_sylvanus;0.209088282178532;0.16342651348097
Rungwecebus_kipunji;0.299013581922847;0.233713466235195
Papio_ursinus;0.300948750485695;0.235226022787524
Papio_cynocephalus;0.290667887552779;0.227190347295831
Papio_anubis;0.292415101554117;0.228555995765313
Papio_hamadryas;0.26386807147993;0.206243212157109
Papio_papio;0.243077545952262;0.189993027952512
Lophocebus_albigena;0.255042161274981;0.19934474937353
Lophocebus_aterrimus;0.267748524843531;0.209276232263885
Theropithecus_gelada;0.246388904457219;0.1925812350472
Cercocebus_galeritus;0.258573731731138;0.202105077406975
Cercocebus_agilis;0.269306581129202;0.210494032247324
Cercocebus_chrysogaster;0.242562567140845;0.189590512848415
Cercocebus_atys;0.249906031254416;0.195330273701818
Cercocebus_torquatus;0.25116014371808;0.196310506669989
Mandrillus_leucophaeus;0.242915124986034;0.189866077307787
Mandrillus_sphinx;0.239810058449464;0.187439111086099
Cercopithecus_erythrotis;0.307475102566678;0.240327116714124
Cercopithecus_cephus;0.289941227070807;0.226622378647297
Cercopithecus_erythrogaster;0.29736567943535;0.232425441123112
Cercopithecus_ascanius;0.268949663346169;0.210215059995638
Cercopithecus_petaurista;0.246683063797971;0.192811154366284
Cercopithecus_mitis;0.263504143067674;0.205958760293274
Cercopithecus_albogularis;0.270138627809284;0.211144372316899
Cercopithecus_nictitans;0.278003124811739;0.217291380231456
Cercopithecus_diana;0.229679058221042;0.179520570514839
Cercopithecus_pogonias;0.255809596577746;0.199944588228899
Cercopithecus_wolfi;0.231802700445333;0.181180440886247
Cercopithecus_mona;0.217507243544783;0.170006898995078
Cercopithecus_neglectus;0.232208457347443;0.181497586520339
Cercopithecus_hamlyni;0.209533827856055;0.163774758614152
Chlorocebus_aethiops;0.30877788543594;0.241345391195735
Chlorocebus_tantalus;0.279965731705358;0.218825382991515
Chlorocebus_pygerythrus;0.272079581500379;0.212661450611572
Chlorocebus_sabaeus;0.253845887186833;0.198409723740545
Chlorocebus_cynosuros;0.242898118066661;0.189852784446469
Cercopithecus_campbelli;0.224028669390519;0.175104142502887
Cercopithecus_preussi;0.22946586705084;0.17935393712301
Cercopithecus_lhoesti;0.227478700505784;0.177800738173835
Cercopithecus_solatus;0.224051421577294;0.17512192595072
Erythrocebus_patas;0.213441898348391;0.166829364679809
Miopithecus_talapoin;0.198734341926542;0.155333719668985
