Species;Speciation_rate;Diversification_rate
Macaca_ochreata;0.271728333891204;0.239524998777065
Macaca_brunnescens;0.270774428921486;0.238684143929751
Macaca_maura;0.271868916336749;0.239648920377787
Macaca_hecki;0.256266020469779;0.225895170226171
Macaca_tonkeana;0.287933089044091;0.253809280075945
Macaca_nigra;0.285886218613413;0.252004990363555
Macaca_nigrescens;0.277862421209092;0.244932117115721
Macaca_siberu;0.278976236617237;0.245913930938569
Macaca_leonina;0.270906452728597;0.2388005212018
Macaca_pagensis;0.285417026360451;0.251591403483572
Macaca_silenus;0.248723462656506;0.219246503430445
Macaca_nemestrina;0.266123340242817;0.234584269639438
Macaca_thibetana;0.290434623056109;0.256014349832893
Macaca_assamensis;0.29232135293912;0.257677477731443
Macaca_sinica;0.285842054493104;0.251966060264836
Macaca_munzala;0.270089759830049;0.23808061701395
Macaca_radiata;0.275477376127913;0.242829730839061
Macaca_arctoides;0.246159045506948;0.216986003004098
Macaca_fuscata;0.277655655677238;0.2447498559836
Macaca_mulatta;0.266524344768627;0.234937749923141
Macaca_cyclopis;0.261326931315046;0.230356297436073
Macaca_fascicularis;0.238316062561019;0.210072515354023
Macaca_sylvanus;0.204432987864472;0.180205024875452
Rungwecebus_kipunji;0.296903174069429;0.261716293577101
Papio_ursinus;0.270600759801916;0.238531056855404
Papio_cynocephalus;0.293534426349876;0.258746786195036
Papio_anubis;0.275018617333652;0.242425340917477
Papio_hamadryas;0.244604384005488;0.21561558907301
Papio_papio;0.228452623437366;0.20137802181263
Lophocebus_albigena;0.227329659515585;0.200388143693777
Lophocebus_aterrimus;0.231565227772912;0.204121742126919
Theropithecus_gelada;0.230078453026892;0.202811169489452
Cercocebus_galeritus;0.26383516021644;0.232567268651093
Cercocebus_agilis;0.240751004890412;0.212218885407224
Cercocebus_chrysogaster;0.234127100707142;0.206379999860483
Cercocebus_atys;0.219814815908302;0.193763906610849
Cercocebus_torquatus;0.236126179887546;0.208142162206178
Mandrillus_leucophaeus;0.236046264411956;0.2080717177519
Mandrillus_sphinx;0.232497391496113;0.204943432347671
Cercopithecus_erythrotis;0.272974032098879;0.240623065575611
Cercopithecus_cephus;0.277941562551264;0.245001879181442
Cercopithecus_erythrogaster;0.283548419321131;0.249944250636467
Cercopithecus_ascanius;0.248578780738926;0.219118968198344
Cercopithecus_petaurista;0.23347821392262;0.205808014583706
Cercopithecus_mitis;0.256817398197806;0.2263812025355
Cercopithecus_albogularis;0.256471113479368;0.226075957051628
Cercopithecus_nictitans;0.232772116934259;0.205185599254941
Cercopithecus_diana;0.222556577616069;0.19618073396299
Cercopithecus_pogonias;0.227579958563949;0.200608779055555
Cercopithecus_wolfi;0.244250404782366;0.215303560983148
Cercopithecus_mona;0.21790747106476;0.192082606892213
Cercopithecus_neglectus;0.212427495781411;0.187252079820391
Cercopithecus_hamlyni;0.190636630194053;0.16804371469181
Chlorocebus_aethiops;0.252305228594183;0.222403783606407
Chlorocebus_tantalus;0.237253995737438;0.209136317236674
Chlorocebus_pygerythrus;0.229301377012962;0.20212618707109
Chlorocebus_sabaeus;0.228020565864105;0.200997168670725
Chlorocebus_cynosuros;0.215100650270738;0.189608430800128
Cercopithecus_campbelli;0.217990713799384;0.192155984282136
Cercopithecus_preussi;0.22723503947697;0.200304737358085
Cercopithecus_lhoesti;0.22596619881624;0.199186270787605
Cercopithecus_solatus;0.220360448991265;0.194244875090131
Erythrocebus_patas;0.199630597534051;0.175971780143301
Miopithecus_talapoin;0.201827944958977;0.177908713372645
Miopithecus_ogouensis;0.179828865035756;0.158516810010017
Allenopithecus_nigroviridis;0.180612643840077;0.159207700851094
Trachypithecus_auratus;0.299259685377552;0.263793527703235
Trachypithecus_germaini;0.303427463121975;0.267467369679301
Trachypithecus_cristatus;0.30730383401095;0.270884340295302
Trachypithecus_barbei;0.31277082212777;0.275703419348427
Trachypithecus_obscurus;0.296158841071341;0.261060173702137
Trachypithecus_phayrei;0.290331841074068;0.255923748850029
Trachypithecus_francoisi;0.313873219082073;0.276675167952446
Trachypithecus_poliocephalus;0.35931878998593;0.316734848734678
Trachypithecus_delacouri;0.303704992080753;0.267712007853612
