time;speciation_rates
-74;0.0808986176515535
-73.7004048582996;0.0813419196877467
-73.4008097165992;0.0808959333986206
-73.1012145748988;0.0808868663102666
-72.8016194331984;0.0807129859159676
-72.502024291498;0.0807215974293693
-72.2024291497976;0.0807112314103123
-71.9028340080972;0.0807253695132227
-71.6032388663968;0.0811321861940033
-71.3036437246964;0.081596064992038
-71.0040485829959;0.0814913791157281
-70.7044534412955;0.0815098053811542
-70.4048582995951;0.0806922441168063
-70.1052631578947;0.0845784279476195
-69.8056680161943;0.0849576960983188
-69.5060728744939;0.0845229853033508
-69.2064777327935;0.0849322769948931
-68.9068825910931;0.0849434559156051
-68.6072874493927;0.0853632830134456
-68.3076923076923;0.085755946703654
-68.0080971659919;0.0857911450376502
-67.7085020242915;0.085759584369438
-67.4089068825911;0.0857780024830902
-67.1093117408907;0.0859712875262822
-66.8097165991903;0.0862273399740213
-66.5101214574899;0.0862186435453686
-66.2105263157895;0.0858741146394992
-65.9109311740891;0.0860245437428419
-65.6113360323887;0.0853960402391478
-65.3117408906883;0.0858320879800611
-65.0121457489878;0.086254361714226
-64.7125506072875;0.0862412333128702
-64.412955465587;0.0859598996995684
-64.1133603238866;0.0859312448612635
-63.8137651821862;0.0858152707098483
-63.5141700404858;0.0857693344392286
-63.2145748987854;0.0858025460744073
-62.914979757085;0.0865592246745659
-62.6153846153846;0.0865646550275959
-62.3157894736842;0.0870248228214145
-62.0161943319838;0.0872388036265376
-61.7165991902834;0.0868501438452311
-61.417004048583;0.0872594054165845
-61.1174089068826;0.0872695795006356
-60.8178137651822;0.0870869224560553
-60.5182186234818;0.0875607558557332
-60.2186234817814;0.0882497957905757
-59.919028340081;0.0883302251014931
-59.6194331983806;0.087551098984214
-59.3198380566802;0.0875652303877908
-59.0202429149798;0.0890437658984954
-58.7206477732794;0.0879320428487381
-58.4210526315789;0.088356856375906
-58.1214574898785;0.0883589611738551
-57.8218623481781;0.0886987568084232
-57.5222672064777;0.0887900365882747
-57.2226720647773;0.0891139055021289
-56.9230769230769;0.0889892402240933
-56.6234817813765;0.088896741529583
-56.3238866396761;0.0888841003275907
-56.0242914979757;0.0894828915115737
-55.7246963562753;0.0893358191831044
-55.4251012145749;0.0893256676131432
-55.1255060728745;0.0900493066411558
