Species;Speciation_rate;Diversification_rate
Macaca_ochreata;0.300789384832776;0.258316450153897
Macaca_brunnescens;0.244337777819425;0.209836086602242
Macaca_maura;0.276362260790337;0.237338555692562
Macaca_hecki;0.223952181379684;0.192329036247019
Macaca_tonkeana;0.231254707142723;0.198600409597892
Macaca_nigra;0.237734180990179;0.20416494999572
Macaca_nigrescens;0.237109237812707;0.203628251856448
Macaca_siberu;0.264126889064578;0.22683087839448
Macaca_leonina;0.256930521211703;0.220650672936798
Macaca_pagensis;0.22923009840416;0.196861685531592
Macaca_silenus;0.250438463331985;0.215075325433711
Macaca_nemestrina;0.251232589469076;0.215757317069892
Macaca_thibetana;0.261015262348365;0.224158628614179
Macaca_assamensis;0.258758153702935;0.222220234766859
Macaca_sinica;0.24036960801422;0.206428241813243
Macaca_munzala;0.248133104453282;0.21309549452243
Macaca_radiata;0.248104168342195;0.213070644331984
Macaca_arctoides;0.228051959648402;0.195849905739744
Macaca_fuscata;0.256061824074745;0.219904640091249
Macaca_mulatta;0.23708048582976;0.203603559794346
Macaca_cyclopis;0.224175445797433;0.192520774635229
Macaca_fascicularis;0.228913417675188;0.196589721672942
Macaca_sylvanus;0.182927733901251;0.157097441727667
Rungwecebus_kipunji;0.262386699434444;0.225336412065155
Papio_ursinus;0.273109988853918;0.234545520486157
Papio_cynocephalus;0.256924981853172;0.220645915762828
Papio_anubis;0.244020872013071;0.209563929448238
Papio_hamadryas;0.221420188227449;0.190154572931889
Papio_papio;0.216099610563283;0.185585286898941
Lophocebus_albigena;0.220935841450406;0.189738618292537
Lophocebus_aterrimus;0.225213485451522;0.193412238004897
Theropithecus_gelada;0.203154592520725;0.174468168820486
Cercocebus_galeritus;0.229622777710502;0.197198916596178
Cercocebus_agilis;0.234874626628671;0.20170917871876
Cercocebus_chrysogaster;0.219267283301242;0.188305668728153
Cercocebus_atys;0.195769653842126;0.168126019661465
Cercocebus_torquatus;0.212738062961706;0.18269840628663
Mandrillus_leucophaeus;0.190461682614112;0.163567559974126
Mandrillus_sphinx;0.203327796703361;0.174616915724022
Cercopithecus_erythrotis;0.267812525789814;0.229996085158506
Cercopithecus_cephus;0.244428181958617;0.209913725234098
Cercopithecus_erythrogaster;0.223246666124125;0.191723143201802
Cercopithecus_ascanius;0.231969380973714;0.199214167982823
Cercopithecus_petaurista;0.207298359387493;0.178026815505721
Cercopithecus_mitis;0.233378438923018;0.200424260046836
Cercopithecus_albogularis;0.225479067582653;0.193640318638049
Cercopithecus_nictitans;0.206157509665878;0.177047059353719
Cercopithecus_diana;0.201205575245955;0.172794362332977
Cercopithecus_pogonias;0.221992294209661;0.190645894746717
Cercopithecus_wolfi;0.219448764249531;0.188461523677484
Cercopithecus_mona;0.214839151567689;0.184502810888402
Cercopithecus_neglectus;0.197259123803027;0.169405169167105
Cercopithecus_hamlyni;0.186625090695885;0.160272713629876
Chlorocebus_aethiops;0.249651102406953;0.214399143728505
Chlorocebus_tantalus;0.231355357252005;0.198686847418667
Chlorocebus_pygerythrus;0.234171900352412;0.201105680835302
Chlorocebus_sabaeus;0.200796446732693;0.172443004770071
Chlorocebus_cynosuros;0.214122097436694;0.183887008313488
Cercopithecus_campbelli;0.183091399127669;0.157237996622333
Cercopithecus_preussi;0.203766224780702;0.174993435609023
Cercopithecus_lhoesti;0.227976131525049;0.195784784918884
Cercopithecus_solatus;0.189509940661203;0.162750208647467
Erythrocebus_patas;0.195666161724508;0.168037141137853
Miopithecus_talapoin;0.184971742386157;0.158852826201088
Miopithecus_ogouensis;0.183959755736491;0.157983737023988
Allenopithecus_nigroviridis;0.169597693656134;0.145649668467844
Trachypithecus_auratus;0.281717624100583;0.241937715467952
Trachypithecus_germaini;0.281078190079125;0.241388572662854
Trachypithecus_cristatus;0.240891033731507;0.206876039664831
Trachypithecus_barbei;0.272114496726233;0.233690596723728
Trachypithecus_obscurus;0.288013811051751;0.247344849977154
Trachypithecus_phayrei;0.24317449388132;0.208837064055022
Trachypithecus_francoisi;0.308512534478503;0.264949053234623
Trachypithecus_poliocephalus;0.296168412216117;0.254347981508444
Trachypithecus_delacouri;0.287879250437653;0.247229289980967
Trachypithecus_hatinhensis;0.264863965799791;0.227463876283807
Trachypithecus_laotum;0.249792076757861;0.214520211810444
Semnopithecus_hector;0.245680001319737;0.210988781568876
Semnopithecus_entellus;0.252582876462398;0.216916936924821
Trachypithecus_johnii;0.253264275457554;0.217502119043747
Trachypithecus_pileatus;0.282335083039283;0.242467986179631
Trachypithecus_geei;0.246101946542065;0.211351146058739
Semnopithecus_priam;0.25043667446242;0.215073789161293
Trachypithecus_vetulus;0.247351988773205;0.212424676202996
Pygathrix_nemaeus;0.216914648571974;0.186285237548006
Pygathrix_cinerea;0.206082713340239;0.176982824635681
