Species;Speciation_rate;Diversification_rate
Macaca_ochreata;0.380094208035005;0.286377607606816
Macaca_brunnescens;0.341402086689324;0.257225473977912
Macaca_maura;0.348213611744922;0.262357539156333
Macaca_hecki;0.33902807713454;0.255436803794671
Macaca_tonkeana;0.334593144359009;0.252095354724138
Macaca_nigra;0.347301857328928;0.261670588282425
Macaca_nigrescens;0.344855844436936;0.259827668013249
Macaca_siberu;0.328782330465246;0.247717263856226
Macaca_leonina;0.331662510212054;0.249887302146556
Macaca_pagensis;0.305174867198341;0.229930492289795
Macaca_silenus;0.308642521231724;0.232543156321753
Macaca_nemestrina;0.29626908843979;0.223220535755771
Macaca_thibetana;0.346051951458157;0.26072886108575
Macaca_assamensis;0.344264748324192;0.259382313448367
Macaca_sinica;0.340995675022729;0.256919267783967
Macaca_munzala;0.334404280617725;0.25195305751137
Macaca_radiata;0.342128499376657;0.257772781258939
Macaca_arctoides;0.304756840132609;0.22961553460702
Macaca_fuscata;0.324489508388713;0.2444828864567
Macaca_mulatta;0.313896456970152;0.236501673751075
Macaca_cyclopis;0.297544114137891;0.224181189197314
Macaca_fascicularis;0.289182278733361;0.217881060524659
Macaca_sylvanus;0.257906533766179;0.194316710343881
Rungwecebus_kipunji;0.348984152924224;0.262938094541883
Papio_ursinus;0.355302825744363;0.267698825874351
Papio_cynocephalus;0.327383839222081;0.246663586720373
Papio_anubis;0.311856589263044;0.234964758898265
Papio_hamadryas;0.316315033108808;0.238323922114142
Papio_papio;0.280350076133789;0.211226539101036
Lophocebus_albigena;0.296945192068665;0.223729938255568
Lophocebus_aterrimus;0.295582578152761;0.222703292479128
Theropithecus_gelada;0.274748044407941;0.207005752755251
Cercocebus_galeritus;0.319951062447938;0.241063446582856
Cercocebus_agilis;0.302237254311945;0.22771718166128
Cercocebus_chrysogaster;0.306761732977536;0.231126098052347
Cercocebus_atys;0.300175044403081;0.226163433333631
Cercocebus_torquatus;0.271564268240206;0.204606973234813
Mandrillus_leucophaeus;0.272211106532415;0.205094326103432
Mandrillus_sphinx;0.263936999998744;0.198860295739101
Cercopithecus_erythrotis;0.350368070314149;0.263980791175702
Cercopithecus_cephus;0.345057075891106;0.259979283536985
Cercopithecus_erythrogaster;0.336399642146224;0.253456439696004
Cercopithecus_ascanius;0.310880443305666;0.234229292958402
Cercopithecus_petaurista;0.280668037435737;0.211466103385464
Cercopithecus_mitis;0.306606862745855;0.231009412858253
Cercopithecus_albogularis;0.311197103204572;0.234467876715683
Cercopithecus_nictitans;0.286403931268247;0.21578774659527
Cercopithecus_diana;0.258675170351576;0.194895830735067
Cercopithecus_pogonias;0.282504535647285;0.212849791831853
Cercopithecus_wolfi;0.298079565983942;0.224584619229709
Cercopithecus_mona;0.261804594289728;0.197253659193514
Cercopithecus_neglectus;0.253461083001108;0.190967336615151
Cercopithecus_hamlyni;0.235763110142656;0.177633002601234
Chlorocebus_aethiops;0.314185090475859;0.236719141344877
Chlorocebus_tantalus;0.306150734918171;0.230665748594779
Chlorocebus_pygerythrus;0.299787319762206;0.225871306664198
Chlorocebus_sabaeus;0.285811377601876;0.215341293853379
Chlorocebus_cynosuros;0.295159356738703;0.222384421174373
Cercopithecus_campbelli;0.254800251488809;0.191976317703478
Cercopithecus_preussi;0.280606681933973;0.211419875788629
Cercopithecus_lhoesti;0.278153943956676;0.20957188858131
Cercopithecus_solatus;0.265517254269899;0.200050920136993
Erythrocebus_patas;0.259470118965353;0.195494775621286
Miopithecus_talapoin;0.22039628719525;0.166055046665135
Miopithecus_ogouensis;0.223757604178963;0.168587592270553
Allenopithecus_nigroviridis;0.215554755853086;0.162407250582974
Trachypithecus_auratus;0.409500460857275;0.308533410441747
Trachypithecus_germaini;0.389052062436355;0.293126799934715
Trachypithecus_cristatus;0.356059183117553;0.268268694634387
Trachypithecus_barbei;0.393523534246077;0.296495778920134
Trachypithecus_obscurus;0.392265857312781;0.295548196705815
Trachypithecus_phayrei;0.370336551624893;0.279025813658091
Trachypithecus_francoisi;0.420677537767114;0.316954650433866
Trachypithecus_poliocephalus;0.409668278316884;0.308659850575749
Trachypithecus_delacouri;0.414693563766383;0.312446094075772
Trachypithecus_hatinhensis;0.384303870502146;0.289549329355496
Trachypithecus_laotum;0.357182189415123;0.269114810807764
Semnopithecus_hector;0.362692532904823;0.273266515707006
Semnopithecus_entellus;0.35705500236625;0.26901898318923
Trachypithecus_johnii;0.342731683634401;0.258227243497582
Trachypithecus_pileatus;0.345001362015916;0.259937306558778
Trachypithecus_geei;0.342702592325848;0.258205324985883
Semnopithecus_priam;0.327033323877782;0.246399494967308
