Species;Speciation_rate;Diversification_rate
Macaca_ochreata;0.304783512020008;0.246540494056588
Macaca_brunnescens;0.330640670612149;0.267456443912128
Macaca_maura;0.323463355353815;0.261650687432515
Macaca_hecki;0.299005282708555;0.241866463300212
Macaca_tonkeana;0.296651406320211;0.239962404107888
Macaca_nigra;0.30360291627369;0.24558550585316
Macaca_nigrescens;0.295833318027919;0.239300649505656
Macaca_siberu;0.320553316606189;0.259296746480104
Macaca_leonina;0.319040807048697;0.258073271984722
Macaca_pagensis;0.29282313844843;0.236865704269256
Macaca_silenus;0.328261714939048;0.26553209799493
Macaca_nemestrina;0.294235878298837;0.238008474684836
Macaca_thibetana;0.339693894004177;0.274779629320297
Macaca_assamensis;0.334722917938056;0.270758588657164
Macaca_sinica;0.316111925956638;0.255704089391203
Macaca_munzala;0.311176514012062;0.251711816675648
Macaca_radiata;0.310717346193899;0.251340394153496
Macaca_arctoides;0.277335909409895;0.224338028236449
Macaca_fuscata;0.313673543760516;0.253731673142876
Macaca_mulatta;0.300139960942924;0.242784308660817
Macaca_cyclopis;0.283523703102136;0.22934335711364
Macaca_fascicularis;0.262456634841144;0.212302128790738
Macaca_sylvanus;0.231252000126074;0.187060586003464
Rungwecebus_kipunji;0.334044875752479;0.270210117861236
Papio_ursinus;0.314609806875129;0.254489019789726
Papio_cynocephalus;0.328606707289433;0.265811163564934
Papio_anubis;0.299929160897012;0.242613791735141
Papio_hamadryas;0.280588434627027;0.226969007742685
Papio_papio;0.262301299943547;0.21217647782575
Lophocebus_albigena;0.260696207007027;0.21087811229753
Lophocebus_aterrimus;0.265360187912601;0.21465082345605
Theropithecus_gelada;0.268210065023303;0.216956099441015
Cercocebus_galeritus;0.270203003880527;0.218568194948505
Cercocebus_agilis;0.294744957606251;0.238420270792611
Cercocebus_chrysogaster;0.276380256045359;0.223564996745742
Cercocebus_atys;0.253197364661273;0.204812271384675
Cercocebus_torquatus;0.260271446149376;0.210534521691178
Mandrillus_leucophaeus;0.235504975918019;0.190500833627121
Mandrillus_sphinx;0.250908122629419;0.202960495158961
Cercopithecus_erythrotis;0.322034583611093;0.260494948760793
Cercopithecus_cephus;0.314832893690698;0.254669475528172
Cercopithecus_erythrogaster;0.316870676344314;0.256317845346056
Cercopithecus_ascanius;0.277277268319714;0.224290593244807
Cercopithecus_petaurista;0.269162576097836;0.217726589121882
Cercopithecus_mitis;0.272926003683368;0.220770839416571
Cercopithecus_albogularis;0.273174051189894;0.220971485948934
Cercopithecus_nictitans;0.281348039061906;0.227583454539434
Cercopithecus_diana;0.235928570226057;0.190843480607239
Cercopithecus_pogonias;0.247805993218725;0.200451171368868
Cercopithecus_wolfi;0.243743255192678;0.197164807767616
Cercopithecus_mona;0.254498080799318;0.205864425410907
Cercopithecus_neglectus;0.225837354319092;0.182680659269411
Cercopithecus_hamlyni;0.219404097713476;0.17747677454668
Chlorocebus_aethiops;0.293402127287699;0.237334050452226
Chlorocebus_tantalus;0.296261626388042;0.239647109699692
Chlorocebus_pygerythrus;0.267069433437256;0.216033438392533
Chlorocebus_sabaeus;0.270189569561767;0.218557327879081
Chlorocebus_cynosuros;0.255619672976077;0.206771685411803
Cercopithecus_campbelli;0.232729189362822;0.188255489762624
Cercopithecus_preussi;0.273731565289225;0.221422461136475
Cercopithecus_lhoesti;0.25403597035114;0.205490622584608
Cercopithecus_solatus;0.253040946735207;0.20468574435401
Erythrocebus_patas;0.229600600579337;0.185724762889415
Miopithecus_talapoin;0.199207856743485;0.161139961594342
Miopithecus_ogouensis;0.209962378826795;0.169839333716505
Allenopithecus_nigroviridis;0.207245577160865;0.167641702943984
Trachypithecus_auratus;0.35770085734519;0.289345527616858
Trachypithecus_germaini;0.35625652982475;0.288177205819826
Trachypithecus_cristatus;0.343104043371514;0.277538111576301
Trachypithecus_barbei;0.376700296033038;0.304714242839853
Trachypithecus_obscurus;0.368002796884469;0.297678804069123
Trachypithecus_phayrei;0.322264842483548;0.260681206002202
Trachypithecus_francoisi;0.384555738243795;0.311068538683606
Trachypithecus_poliocephalus;0.399053961877946;0.322796204639079
Trachypithecus_delacouri;0.354100695073515;0.286433343229783
Trachypithecus_hatinhensis;0.325841183995276;0.26357412168971
Trachypithecus_laotum;0.311334456009822;0.251839576533463
Semnopithecus_hector;0.328956670426852;0.266094250022692
Semnopithecus_entellus;0.317837466766391;0.257099885643211
Trachypithecus_johnii;0.321431502519483;0.260007114267069
Trachypithecus_pileatus;0.323033520020988;0.261302992064692
Trachypithecus_geei;0.307463894897604;0.248708665538449
Semnopithecus_priam;0.303808053903179;0.245751442429547
Trachypithecus_vetulus;0.303220291343014;0.245275999151758
Pygathrix_nemaeus;0.276980977901697;0.224050922845454
