time;speciation_rates
-74;0.0767055584825228
-73.7004048582996;0.07670719049164
-73.4008097165992;0.0767100490161093
-73.1012145748988;0.0766878049455736
-72.8016194331984;0.0767151167645538
-72.502024291498;0.0767706587674496
-72.2024291497976;0.0767425374921304
-71.9028340080972;0.0767474496191428
-71.6032388663968;0.0767629401737425
-71.3036437246964;0.0842137258006704
-71.0040485829959;0.0842137258006704
-70.7044534412955;0.0772092180499705
-70.4048582995951;0.0772092180499705
-70.1052631578947;0.0885112430054095
-69.8056680161943;0.088789991335604
-69.5060728744939;0.0884976063330165
-69.2064777327935;0.0884852422892757
-68.9068825910931;0.0887744272199843
-68.6072874493927;0.0887504724688093
-68.3076923076923;0.0887553144387612
-68.0080971659919;0.089043474768578
-67.7085020242915;0.0889291400322256
-67.4089068825911;0.0889382457164068
-67.1093117408907;0.0887658373959619
-66.8097165991903;0.088762877133803
-66.5101214574899;0.0890472404142576
-66.2105263157895;0.0893005307497339
-65.9109311740891;0.0892456683612969
-65.6113360323887;0.0891952032774188
-65.3117408906883;0.0889046088433601
-65.0121457489878;0.0888952131917442
-64.7125506072875;0.0892735295935794
-64.412955465587;0.0889925853708226
-64.1133603238866;0.0894204723432874
-63.8137651821862;0.0894304575015541
-63.5141700404858;0.0891589687019803
-63.2145748987854;0.0893533726711748
-62.914979757085;0.0893192380591375
-62.6153846153846;0.0890298493562516
-62.3157894736842;0.0885199137229893
-62.0161943319838;0.0875693519608839
-61.7165991902834;0.0875815370648205
-61.417004048583;0.0872656365746339
-61.1174089068826;0.0875090408375062
-60.8178137651822;0.0875040463777845
-60.5182186234818;0.0877891853946916
-60.2186234817814;0.0879043216278895
-59.919028340081;0.0881708454160085
-59.6194331983806;0.0881514076813214
-59.3198380566802;0.0887166682336602
-59.0202429149798;0.0884198800228236
-58.7206477732794;0.0881134227133794
-58.4210526315789;0.0883830299752583
-58.1214574898785;0.0883806427905184
-57.8218623481781;0.087462822158054
-57.5222672064777;0.0871036642052427
-57.2226720647773;0.0877881418662609
-56.9230769230769;0.0872839650059349
-56.6234817813765;0.0880658430708307
-56.3238866396761;0.0876014691547874
-56.0242914979757;0.0873619412316681
-55.7246963562753;0.0873501120673641
-55.4251012145749;0.0876783382231507
-55.1255060728745;0.0874472606319787
-54.8259109311741;0.0876878957283585
-54.5263157894737;0.0879587665183164
-54.2267206477733;0.0875486009972266
-53.9271255060729;0.0873185051072696
-53.6275303643725;0.0868594028916723
-53.3279352226721;0.0869056095386163
-53.0283400809717;0.0871486825768881
-52.7287449392713;0.0886320413362551
-52.4291497975709;0.0883526716271239
-52.1295546558705;0.0888586368655578
-51.82995951417;0.0890982304548469
-51.5303643724696;0.0893716301128336
-51.2307692307692;0.0888651346785056
-50.9311740890688;0.088944530857692
-50.6315789473684;0.0867247395038485
-50.331983805668;0.0869771873274548
-50.0323886639676;0.0869894327534771
-49.7327935222672;0.086264145814969
-49.4331983805668;0.0872447485426554
-49.1336032388664;0.0852827649546354
-48.834008097166;0.0852949259836083
-48.5344129554656;0.0855380652809772
-48.2348178137652;0.0860020358930563
-47.9352226720648;0.0864995375616433
-47.6356275303644;0.0856563685183513
-47.336032388664;0.0851256874527603
-47.0364372469636;0.085685130400063
-46.7368421052632;0.0851485594745792
-46.4372469635628;0.0845804803017736
-46.1376518218623;0.0851177820083049
-45.8380566801619;0.0856632416132946
-45.5384615384615;0.0867514777755902
-45.2388663967611;0.0874632602289794
-44.9392712550607;0.0877107743191667
-44.6396761133603;0.093696759468899
-44.3400809716599;0.0933968582026671
-44.0404858299595;0.0938989208810802
-43.7408906882591;0.0947410283844565
-43.4412955465587;0.0955721176696799
-43.1417004048583;0.0957310738862732
-42.8421052631579;0.0957355709840771
-42.5425101214575;0.0957391177700834
-42.2429149797571;0.0962546654424305
-41.9433198380567;0.0962860187688859
-41.6437246963563;0.0962258045880071
-41.3441295546559;0.0964556997057122
-41.0445344129555;0.0964536322971231
-40.7449392712551;0.0969891418451355
-40.4453441295547;0.0974901419954496
-40.1457489878543;0.0977502080961722
-39.8461538461538;0.0978786778021469
-39.5465587044534;0.0975593680451544
-39.246963562753;0.0976279254112936
-38.9473684210526;0.0962985673121787
-38.6477732793522;0.0960397369208063
-38.3481781376518;0.0956088113978222
-38.0485829959514;0.0953195800596731
-37.748987854251;0.0929881027628956
-37.4493927125506;0.0899268233083515
-37.1497975708502;0.0904968385711205
-36.8502024291498;0.0903020640610264
-36.5506072874494;0.0905523286191413
-36.251012145749;0.0900092572225181
-35.9514170040486;0.090286824231356
-35.6518218623482;0.0897637707772315
-35.3522267206478;0.088815918975445
-35.0526315789474;0.0889381231948272
