"subgroup"	"trait"	"N"	"BM.lnL"	"BM.sig2"	"BM.z0"	"BM.AICc"	"BM.conv"	"OU.lnL"	"OU.sig2"	"OU.alpha"	"OU.z0"	"OU.AICc"	"OU.conv"	"EB.lnL"	"EB.sig2"	"EB.alpha"	"EB.z0"	"EB.AICc"	"EB.conv"	"MCgeo.dietmap"	"MCgeo.lnL"	"MCgeo.sig2"	"MCgeo.S"	"MCgeo.z0"	"MCgeo.AICc"	"MCgeo.conv"	"DDlingeo.dietmap"	"DDlingeo.lnL"	"DDlingeo.sig2"	"DDlingeo.b"	"DDlingeo.z0"	"DDlingeo.AICc"	"DDlingeo.conv"	"DDexpgeo.dietmap"	"DDexpgeo.lnL"	"DDexpgeo.sig2"	"DDexpgeo.r"	"DDexpgeo.z0"	"DDexpgeo.AICc"	"DDexpgeo.conv"	"BM.delaic"	"OU.delaic"	"EB.delaic"	"MCgeo.delaic"	"DDlingeo.delaic"	"DDexpgeo.delaic"	"BM.wi"	"OU.wi"	"EB.wi"	"MCgeo.wi"	"DDlingeo.wi"	"DDexpgeo.wi"
"Fruit"	"ratioStriatum.log"	"50"	"-43.3265328617323"	"0.0206320632507477"	"-0.320705129029153"	"90.9083848724007"	"0"	"-39.1176290579776"	"0.0325123827953673"	"0.0340185542111904"	"-0.347968527886792"	"84.7569972463901"	"0"	"-43.3266622456995"	"0.0206334587155312"	"-1e-06"	"-0.320705149477132"	"93.1750636218337"	"0"	NA	"-43.3265329826423"	"0.0206311211864855"	"-7.7852100522585e-10"	"-0.320705129898635"	"92.8391124769126"	"0"	NA	"-39.7610505084233"	"0.00150263557952487"	"0.00186321599033015"	"-0.465452247968548"	"85.7081475284744"	"0"	NA	"-39.4175546113096"	"0.00488360073091178"	"0.113367761159006"	"-0.414337480865015"	"85.0211557342471"	"0"	"6.15138762601065"	"0"	"8.41806637544369"	"8.0821152305225"	"0.951150282084356"	"0.264158487857031"	"0.0179155643597347"	"0.388139055291881"	"0.00576802928790176"	"0.00682304634367868"	"0.241239091906683"	"0.340115212810121"
"Fruit"	"ratioStriatum.log"	"50"	"-43.3265328617323"	"0.0206320632507477"	"-0.320705129029153"	"90.9083848724007"	"0"	"-39.1176290579776"	"0.0325123827953673"	"0.0340185542111904"	"-0.347968527886792"	"84.7569972463901"	"0"	"-43.3266622456995"	"0.0206334586233884"	"-1e-06"	"-0.320705149477132"	"93.1750636218337"	"0"	NA	"-43.32653384167"	"0.0206278146412308"	"-5.3529020466099e-09"	"-0.320705137544744"	"92.8335188111596"	"0"	NA	"-38.1366642553177"	"4.12875296691332e-08"	"0.00183622351314493"	"-0.39703116195001"	"82.4537796384549"	"0"	NA	"-37.9143302130293"	"0.00376997316523015"	"0.124517100453931"	"-0.398149664371967"	"82.0091115538782"	"0"	"8.89927331852249"	"2.74788569251184"	"11.1659520679555"	"10.8244072572814"	"0.444668084576676"	"0"	"0.00563390632744723"	"0.122058062789974"	"0.00181387178486252"	"0.00215165233233218"	"0.386103574037093"	"0.482238932728292"
"Fruit"	"ratioStriatum.log"	"50"	"-43.3265328617323"	"0.0206320632507477"	"-0.320705129029153"	"90.9083848724007"	"0"	"-39.1176290579778"	"0.0325123726072618"	"0.0340185634717666"	"-0.347968543271568"	"84.7569972463903"	"0"	"-43.3266622486802"	"0.0206332257130333"	"-1.00000538473584e-06"	"-0.320705149476856"	"93.1750636277951"	"0"	NA	"-43.326533200527"	"0.0206288842692744"	"-4.7002208113527e-10"	"-0.320705129167424"	"92.8321708786659"	"0"	NA	"-37.6977109255727"	"2.94010421769416e-10"	"0.00183780250210839"	"-0.359131003962166"	"81.5745263287574"	"0"	NA	"-36.8142736491257"	"0.00287500954374838"	"0.147522415260303"	"-0.375936564308955"	"79.8076517758634"	"0"	"11.1007330965373"	"4.94934547052694"	"13.3674118519317"	"13.0245191028025"	"1.76687455289408"	"0"	"0.00258350200419065"	"0.0559713334794419"	"0.000831774812218529"	"0.00098733374228728"	"0.274808671721203"	"0.664817384240659"
"Fruit"	"ratioStriatum.log"	"50"	"-43.3265328617323"	"0.0206320632507477"	"-0.320705129029153"	"90.9083848724007"	"0"	"-39.1176290579776"	"0.0325123827953673"	"0.0340185542111904"	"-0.347968527886792"	"84.7569972463901"	"0"	"-43.3266622456991"	"0.0206334555134209"	"-1e-06"	"-0.320705149477132"	"93.1750636218331"	"0"	NA	"-43.3265329702941"	"0.0206311211864855"	"-7.7852100522585e-10"	"-0.320705129778072"	"92.830843718366"	"0"	NA	"-37.642196966027"	"0.00143573025142592"	"0.0015942405289939"	"-0.381728491396572"	"81.4621717098318"	"0"	NA	"-36.0030533212434"	"0.00309785993893501"	"0.133781192065393"	"-0.362552793994616"	"78.1838844202647"	"0"	"12.724500452136"	"6.5731128261254"	"14.9911792015684"	"14.6469592981013"	"3.27828728956717"	"0"	"0.00139774994868779"	"0.0302821241756287"	"0.000450014438803673"	"0.000534530942966175"	"0.157270986399879"	"0.810064594094034"
"Fruit"	"ratioStriatum.log"	"50"	"-43.3265328617323"	"0.0206320632507477"	"-0.320705129029153"	"90.9083848724007"	"0"	"-39.1176290579778"	"0.0325123726072618"	"0.0340185634717666"	"-0.347968543271568"	"84.7569972463903"	"0"	"-43.3266622456314"	"0.020633389179216"	"-1.00000034454389e-06"	"-0.320705149476342"	"93.1750636216975"	"0"	NA	"-43.3265348313892"	"0.02063205918569"	"-1.61310259471716e-08"	"-0.320705149296037"	"92.8420460407311"	"0"	NA	"-40.0621996971379"	"0.0048181847038298"	"0.00181765424534244"	"-0.374797366826035"	"86.3133757722285"	"0"	NA	"-39.1242974511149"	"0.00549615310274343"	"0.116211906917411"	"-0.370940448293443"	"84.4375712801825"	"0"	"6.47081359221822"	"0.319425966207817"	"8.73749234151506"	"8.40447476054867"	"1.87580449204604"	"0"	"0.0170261501776958"	"0.368869978781154"	"0.00548167676551526"	"0.00647481362734472"	"0.169398674582833"	"0.432748706065457"
"Fruit"	"ratioStriatum.log"	"50"	"-43.3265328617323"	"0.0206320632507477"	"-0.320705129029153"	"90.9083848724007"	"0"	"-39.1176290579776"	"0.0325123827953673"	"0.0340185542111904"	"-0.347968527886792"	"84.7569972463901"	"0"	"-43.3266622456994"	"0.0206334581545933"	"-1e-06"	"-0.320705149477132"	"93.1750636218335"	"0"	NA	"-43.3265348033655"	"0.0206263438748604"	"-1.06771973091226e-08"	"-0.320705133466436"	"92.832174084343"	"0"	NA	"-38.2895023870578"	"1.27827076815353e-09"	"0.00206458623096694"	"-0.324886327303035"	"82.7581092517276"	"0"	NA	"-38.4575642143938"	"0.00414600854810472"	"0.128876528760081"	"-0.348817543891542"	"83.0942329063995"	"0"	"8.15027562067313"	"1.99888799466248"	"10.416954370106"	"10.0740648326155"	"0"	"0.336123654671923"	"0.00757685486450224"	"0.164151864275133"	"0.00243941635837374"	"0.00289563254271194"	"0.445963004201218"	"0.376973227758061"
"Fruit"	"ratioStriatum.log"	"50"	"-43.3265328617323"	"0.0206320632507477"	"-0.320705129029153"	"90.9083848724007"	"0"	"-39.1176290579776"	"0.0325123827953673"	"0.0340185542111904"	"-0.347968527886792"	"84.7569972463901"	"0"	"-43.3266622456995"	"0.0206334587499339"	"-1e-06"	"-0.320705149477132"	"93.1750636218337"	"0"	NA	"-43.3265331737473"	"0.0206351208440004"	"-6.2275296589137e-10"	"-0.320705130050077"	"92.8348845293127"	"0"	NA	"-37.0905888176725"	"3.51251285411356e-09"	"0.00199546684736811"	"-0.344721566310739"	"80.3629958171631"	"0"	NA	"-37.3086891779012"	"0.00376792773501285"	"0.13088967431187"	"-0.349499004317472"	"80.7991965376207"	"0"	"10.5453890552376"	"4.39400142922696"	"12.8120678046706"	"12.4718887121496"	"0"	"0.436200720457578"	"0.00266631151476006"	"0.0577653939151798"	"0.000858435860517511"	"0.00101759930815183"	"0.519772174597371"	"0.41792008480402"
"Fruit"	"ratioStriatum.log"	"50"	"-43.3265328617323"	"0.0206320632507477"	"-0.320705129029153"	"90.9083848724007"	"0"	"-39.1176290579778"	"0.0325123726072618"	"0.0340185634717666"	"-0.347968543271568"	"84.7569972463903"	"0"	"-43.3266622456995"	"0.0206334587032249"	"-1e-06"	"-0.320705149477133"	"93.1750636218337"	"0"	NA	"-43.3265348715703"	"0.0206263438748604"	"-1.06771973091226e-08"	"-0.32070512896948"	"92.8391162547686"	"0"	NA	"-39.7978564565137"	"6.15754995972285e-09"	"0.00212293180018044"	"-0.330246090437891"	"85.7817594246552"	"0"	NA	"-39.069883275751"	"0.00384510997952103"	"0.128838115445604"	"-0.347210869117161"	"84.3258130631299"	"0"	"6.5825718092708"	"0.431184183260399"	"8.84925055870383"	"8.51330319163867"	"1.45594636152535"	"0"	"0.0158168152866407"	"0.342669849512518"	"0.00509232374614556"	"0.00602373766700482"	"0.205282351652851"	"0.425114922134839"
"Fruit"	"ratioStriatum.log"	"50"	"-43.3265328617323"	"0.0206320632507477"	"-0.320705129029153"	"90.9083848724007"	"0"	"-39.1176290579776"	"0.0325123827953673"	"0.0340185542111904"	"-0.347968527886792"	"84.7569972463901"	"0"	"-43.3266622456992"	"0.0206334567715548"	"-1e-06"	"-0.320705149477133"	"93.1750636218332"	"0"	NA	"-43.3265655722537"	"0.0206027699880283"	"-2.03700698273065e-07"	"-0.320705287741826"	"92.8377465291228"	"0"	NA	"-37.1129591687872"	"9.5863989836747e-09"	"0.00198053517521707"	"-0.331725763420286"	"80.4105337221898"	"0"	NA	"-37.1394702272921"	"0.00365639720726169"	"0.131148927462927"	"-0.360978562325856"	"80.4635558391996"	"0"	"10.4978511502109"	"4.34646352420026"	"12.7645298996434"	"12.427212806933"	"0"	"0.0530221170098315"	"0.00250556957584286"	"0.0542829345818121"	"0.000806683976354251"	"0.000954884637636829"	"0.476964306707146"	"0.464485620521208"
"Fruit"	"ratioStriatum.log"	"50"	"-43.3265328617323"	"0.0206320632507477"	"-0.320705129029153"	"90.9083848724007"	"0"	"-39.1176290579776"	"0.0325123827953673"	"0.0340185542111904"	"-0.347968527886792"	"84.7569972463901"	"0"	"-43.3266622456991"	"0.0206334548666045"	"-1e-06"	"-0.320705149477132"	"93.1750636218331"	"0"	NA	"-43.3265329673136"	"0.0206311211864855"	"-7.7852100522585e-10"	"-0.320705128659308"	"92.8321704122391"	"0"	NA	"-37.8448817878324"	"1.97883870085714e-09"	"0.00183043060563274"	"-0.32913610718493"	"81.8688680532767"	"0"	NA	"-36.8810531134453"	"0.0029824519463581"	"0.143620774234599"	"-0.367874961379069"	"79.9412107045026"	"0"	"10.9671741678981"	"4.81578654188748"	"13.2338529173305"	"12.8909597077365"	"1.92765734877409"	"0"	"0.00280984868912627"	"0.0608751136057847"	"0.000904648561888686"	"0.00107383662330834"	"0.257981801128443"	"0.676354751391449"
