"subgroup"	"trait"	"N"	"BM.lnL"	"BM.sig2"	"BM.z0"	"BM.AICc"	"BM.conv"	"OU.lnL"	"OU.sig2"	"OU.alpha"	"OU.z0"	"OU.AICc"	"OU.conv"	"EB.lnL"	"EB.sig2"	"EB.alpha"	"EB.z0"	"EB.AICc"	"EB.conv"	"MCgeo.dietmap"	"MCgeo.lnL"	"MCgeo.sig2"	"MCgeo.S"	"MCgeo.z0"	"MCgeo.AICc"	"MCgeo.conv"	"DDlingeo.dietmap"	"DDlingeo.lnL"	"DDlingeo.sig2"	"DDlingeo.b"	"DDlingeo.z0"	"DDlingeo.AICc"	"DDlingeo.conv"	"DDexpgeo.dietmap"	"DDexpgeo.lnL"	"DDexpgeo.sig2"	"DDexpgeo.r"	"DDexpgeo.z0"	"DDexpgeo.AICc"	"DDexpgeo.conv"	"BM.delaic"	"OU.delaic"	"EB.delaic"	"MCgeo.delaic"	"DDlingeo.delaic"	"DDexpgeo.delaic"	"BM.wi"	"OU.wi"	"EB.wi"	"MCgeo.wi"	"DDlingeo.wi"	"DDexpgeo.wi"
"Fruit"	"ratioMOB.log"	"32"	"-47.5026718447065"	"0.0388698845442528"	"-2.53590301536541"	"99.4191367928613"	"0"	"-47.5026718447065"	"0.0388698846075107"	"3.30676782785363e-17"	"-2.53590301536541"	"101.862486546556"	"0"	"-47.3188485115491"	"0.0759368349122836"	"-0.0118317094805349"	"-2.55415874656058"	"101.494839880241"	"0"	NA	"-47.5009671888107"	"0.0383080164124616"	"-0.000782443120037413"	"-2.53914104787677"	"101.18375255944"	"0"	NA	"-46.5682421846643"	"0.0482256137020279"	"-0.00130339277968181"	"-2.48043404613479"	"99.3183025511467"	"0"	NA	"-45.481387957005"	"0.0934273007255534"	"-0.132131328872457"	"-2.35172893497606"	"97.1445940958281"	"0"	"2.27454269703317"	"4.71789245072776"	"4.35024578441305"	"4.03915846361157"	"2.1737084553186"	"0"	"0.160443193892451"	"0.0472884023004786"	"0.0568313667090602"	"0.0663956846724587"	"0.168739662504619"	"0.500301689920933"
"Fruit"	"ratioMOB.log"	"32"	"-47.5026718447065"	"0.0388698845442528"	"-2.53590301536541"	"99.4191367928613"	"0"	"-47.5026718447065"	"0.0388698848782895"	"1.55450067340985e-183"	"-2.53590301536541"	"101.862486546556"	"0"	"-47.3188485115624"	"0.0759369713551323"	"-0.0118317549556564"	"-2.55415882413289"	"101.494839880268"	"0"	NA	"-47.5026738585354"	"0.0388584393359544"	"-2.69349613216595e-08"	"-2.53590316209747"	"101.188553823941"	"0"	NA	"-46.4629037499266"	"0.0459799563394391"	"-0.00120999830144217"	"-2.49908495250081"	"99.1090136067234"	"0"	NA	"-45.0237087158295"	"0.0822584192588376"	"-0.14447577153609"	"-2.42597979407834"	"96.2306235385292"	"0"	"3.18851325433204"	"5.63186300802663"	"5.2642163417384"	"4.95793028541186"	"2.87839006819418"	"0"	"0.12263645507317"	"0.0361453912971344"	"0.0434396572455551"	"0.0506285584568505"	"0.143206253328895"	"0.603943684598395"
"Fruit"	"ratioMOB.log"	"32"	"-47.5026718447065"	"0.0388698845442528"	"-2.53590301536541"	"99.4191367928613"	"0"	"-47.5026718447065"	"0.03886988470449"	"1.43719589536888e-17"	"-2.53590301536541"	"101.862486546556"	"0"	"-47.3188485115897"	"0.075937018851101"	"-0.011831780602433"	"-2.55415886788165"	"101.494839880322"	"0"	NA	"-47.0409132267696"	"0.0300287812617703"	"-0.0109587237899674"	"-2.53703310149823"	"100.258297041775"	"0"	NA	"-46.8305614690019"	"0.0497072430743996"	"-0.00134343841006754"	"-2.49929332256537"	"99.8375935262392"	"0"	NA	"-46.2656543087915"	"0.0934112332527766"	"-0.118886356159808"	"-2.43288188992679"	"98.7077792058183"	"0"	"0.711357587042954"	"3.15470734073754"	"2.78706067450396"	"1.55051783595624"	"1.12981432042088"	"0"	"0.2200397811856"	"0.0648536684067066"	"0.0779413647363281"	"0.144637155317324"	"0.178498462348361"	"0.31402956800568"
"Fruit"	"ratioMOB.log"	"32"	"-47.5026718447065"	"0.0388698845442528"	"-2.53590301536541"	"99.4191367928613"	"0"	"-47.5026718447065"	"0.0388698844873612"	"1.16211953537131e-217"	"-2.53590301536541"	"101.862486546556"	"0"	"-47.3188485117052"	"0.0759355853595369"	"-0.0118314611451496"	"-2.55415832294628"	"101.494839880553"	"0"	NA	"-47.2179083206283"	"0.0301467209783778"	"-0.0114271445334285"	"-2.55176193272443"	"100.613594419034"	"0"	NA	"-47.235092475758"	"0.0514847950381753"	"-0.00139147678607873"	"-2.50027855360313"	"100.647962729294"	"0"	NA	"-47.2013258324815"	"0.0583491891150571"	"-0.0484417489684884"	"-2.48217845058059"	"100.580429442741"	"0"	"0"	"2.44334975369459"	"2.07570308769199"	"1.19445762617302"	"1.22882593643244"	"1.16129264987951"	"0.303050454891044"	"0.0893199111820039"	"0.1073449805675"	"0.166779152375108"	"0.163937677642071"	"0.169567823342273"
"Fruit"	"ratioMOB.log"	"32"	"-47.5026718447065"	"0.0388698845442528"	"-2.53590301536541"	"99.4191367928613"	"0"	"-47.5026718447065"	"0.03886988470449"	"1.43719589536888e-17"	"-2.53590301536541"	"101.862486546556"	"0"	"-47.3188485115487"	"0.0759369582568023"	"-0.0118317157669581"	"-2.55415875728407"	"101.49483988024"	"0"	NA	"-46.9769330722791"	"0.0300619304734634"	"-0.0122778079259587"	"-2.55045947457637"	"100.13297062217"	"0"	NA	"-46.8495206713908"	"0.0483723545640709"	"-0.00130736030598092"	"-2.51646686494031"	"99.8781458203935"	"0"	NA	"-46.4358454466927"	"0.076241695442838"	"-0.100976121670748"	"-2.489585748024"	"99.0507953709974"	"0"	"0.368341421863875"	"2.81169117555847"	"2.44404450924291"	"1.08217525117269"	"0.827350449396107"	"0"	"0.230100344314859"	"0.0678188796137629"	"0.0815049659034466"	"0.161031271453845"	"0.182913063961458"	"0.276631474752628"
"Fruit"	"ratioMOB.log"	"32"	"-47.5026718447065"	"0.0388698845442528"	"-2.53590301536541"	"99.4191367928613"	"0"	"-47.5026718447065"	"0.0388698851055094"	"4.66008053264516e-17"	"-2.53590301536541"	"101.862486546556"	"0"	"-47.3188485115483"	"0.0759371069560525"	"-0.0118317687451565"	"-2.55415884765528"	"101.49483988024"	"0"	NA	"-47.4510445915559"	"0.0361645157976785"	"-0.00353826469253235"	"-2.53374664286318"	"101.07986696089"	"0"	NA	"-46.6517703089131"	"0.0477826670296621"	"-0.00129142335931242"	"-2.52052249184099"	"99.4813183956039"	"0"	NA	"-45.2315893843176"	"0.112758774866951"	"-0.170722809088701"	"-2.51686954498775"	"96.6409565464129"	"0"	"2.77818024644837"	"5.22153000014296"	"4.85388333382664"	"4.43891041447671"	"2.84036184919103"	"0"	"0.141534255521706"	"0.0417152554248927"	"0.0501335393687449"	"0.0616933837301668"	"0.137201544827753"	"0.567722021126737"
"Fruit"	"ratioMOB.log"	"32"	"-47.5026718447065"	"0.0388698845442528"	"-2.53590301536541"	"99.4191367928613"	"0"	"-47.5026718447065"	"0.0388698846075107"	"3.30676782785363e-17"	"-2.53590301536541"	"101.862486546556"	"0"	"-47.3188485115663"	"0.075936549877876"	"-0.0118316553622564"	"-2.55415865424468"	"101.494839880275"	"0"	NA	"-47.4159792970891"	"0.035122443155672"	"-0.00550786366117183"	"-2.55255265274131"	"101.012409721998"	"0"	NA	"-46.6635870356208"	"0.0471424119453678"	"-0.00127411908939992"	"-2.50064233041147"	"99.5076251990611"	"0"	NA	"-45.5795378406789"	"0.0855086040487315"	"-0.135822947845536"	"-2.41091525521799"	"97.3395268091774"	"0"	"2.07960998368385"	"4.52295973737844"	"4.15531307109796"	"3.67288291282038"	"2.16809838988364"	"0"	"0.169918352490473"	"0.0500810736552041"	"0.0601876088760316"	"0.0766064730421584"	"0.162564336300532"	"0.480642155635601"
"Fruit"	"ratioMOB.log"	"32"	"-47.5026718447065"	"0.0388698845442528"	"-2.53590301536541"	"99.4191367928613"	"0"	"-47.5026718447065"	"0.038869884543183"	"1.36128868467399e-17"	"-2.53590301536541"	"101.862486546556"	"0"	"-47.3188485115632"	"0.0759368672952359"	"-0.0118316821051529"	"-2.55415869986317"	"101.494839880269"	"0"	NA	"-47.3677896043106"	"0.0339826095348186"	"-0.00633660972296777"	"-2.5399058236308"	"100.913356986399"	"0"	NA	"-46.7275458222066"	"0.0497072421994639"	"-0.00134343823999193"	"-2.50958403989898"	"99.632869422191"	"0"	NA	"-46.3295270246159"	"0.0769975853804507"	"-0.0888488201899145"	"-2.4762467922035"	"98.8368318270095"	"0"	"0.582304965851748"	"3.02565471954634"	"2.65800805325972"	"2.0765251593894"	"0.796037595181488"	"0"	"0.229394680510558"	"0.067610895011505"	"0.0812550092823445"	"0.108671972582221"	"0.206144566349581"	"0.306922876263791"
"Fruit"	"ratioMOB.log"	"32"	"-47.5026718447065"	"0.0388698845442528"	"-2.53590301536541"	"99.4191367928613"	"0"	"-47.5026718447065"	"0.0388698842848364"	"7.8647096241143e-184"	"-2.53590301536541"	"101.862486546556"	"0"	"-47.3188485116052"	"0.0759364980794306"	"-0.0118316663708116"	"-2.55415867302326"	"101.494839880353"	"0"	NA	"-47.3652373627247"	"0.0344109675933258"	"-0.00613304787000375"	"-2.5420076596669"	"100.906945313685"	"0"	NA	"-46.660424456223"	"0.045893799265471"	"-0.00106729758023832"	"-2.53103442765412"	"99.4973195006812"	"0"	NA	"-45.3330435961259"	"0.0951097862874577"	"-0.145562209025825"	"-2.51610962317614"	"96.8425577804871"	"0"	"2.57657901237417"	"5.01992876606876"	"4.65228209986614"	"4.06438753319765"	"2.6547617201941"	"0"	"0.148976976176834"	"0.0439088939333962"	"0.0527698617712223"	"0.0708020185786263"	"0.143265624011801"	"0.54027662552812"
"Fruit"	"ratioMOB.log"	"32"	"-47.5026718447065"	"0.0388698845442528"	"-2.53590301536541"	"99.4191367928613"	"0"	"-47.5026718447065"	"0.0388698851055094"	"4.66008053264516e-17"	"-2.53590301536541"	"101.862486546556"	"0"	"-47.3188485115725"	"0.0759367562591322"	"-0.0118317122194377"	"-2.55415875123265"	"101.494839880288"	"0"	NA	"-46.9061972798028"	"0.0269094294866033"	"-0.0163349734990342"	"-2.55148354391379"	"99.9875770413573"	"0"	NA	"-46.882873394102"	"0.0489967156613341"	"-0.00132423499738186"	"-2.50832070371426"	"99.9409292699559"	"0"	NA	"-46.2741557988677"	"0.0929102508516287"	"-0.125913144493341"	"-2.44515944923691"	"98.7234940794872"	"0"	"0.695642713374042"	"3.13899246706863"	"2.77134580080067"	"1.2640829618701"	"1.21743519046863"	"0"	"0.217965022938217"	"0.0642421622387091"	"0.0772064544935728"	"0.164040685673369"	"0.167911720172909"	"0.308633954483223"
